"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US21117","Kenton County, Kentucky","63609","1297","5.3","1.4","4.3","1.1","8.9","1.6","10.2","1.8","11.8","2.0","18.9","2.0","14.9","2.5","17.3","2.3","4.7","1.1","3.7","1.2","62182","3228","75830","4647","36.0","(X)","(X)","(X)","(X)","(X)","41291","2125","4.2","1.4","2.9","1.4","5.8","1.8","8.0","2.1","10.0","2.4","18.2","2.6","18.1","3.2","22.4","3.1","6.3","1.8","4.3","1.5","76662","4931","88476","6689","(X)","(X)","33.6","(X)","(X)","(X)","28537","1956","0.3","0.4","0.8","0.7","3.0","1.7","5.5","1.7","9.9","3.0","17.2","3.2","20.9","3.8","29.3","3.9","7.3","1.7","5.8","2.1","87077","3524","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22318","1882","8.8","3.1","7.4","2.3","14.8","2.8","14.4","3.7","14.6","3.5","21.5","4.0","8.2","3.1","7.6","2.4","1.4","0.9","1.3","1.0","40369","3689","49455","3604","(X)","(X)","(X)","(X)","36.3","(X)"
"0500000US21145","McCracken County, Kentucky","28416","1100","10.3","3.1","8.3","2.8","16.3","3.3","10.6","3.2","13.8","3.6","15.6","4.6","8.5","2.5","9.9","2.7","3.5","1.5","3.0","1.6","39048","4611","58737","5844","43.0","(X)","(X)","(X)","(X)","(X)","16391","1316","4.7","2.5","5.2","2.8","12.0","4.3","10.1","3.3","12.7","3.9","20.4","6.4","10.2","3.8","15.1","4.3","4.9","2.8","4.8","2.7","54959","5406","76081","9245","(X)","(X)","39.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70044","9458","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12025","1201","19.5","6.4","12.6","5.2","22.2","6.3","14.2","5.6","13.1","5.8","8.9","5.6","5.2","3.0","2.1","2.1","1.6","1.5","0.6","0.8","22078","4671","32825","4541","(X)","(X)","(X)","(X)","48.6","(X)"
"0500000US21151","Madison County, Kentucky","33633","1128","9.6","2.7","7.1","2.2","15.0","3.4","9.3","2.2","14.8","2.9","16.6","3.6","11.1","3.0","12.4","3.0","2.6","0.9","1.5","0.8","43840","3686","57059","4145","27.3","(X)","(X)","(X)","(X)","(X)","22007","1637","4.1","1.8","6.0","2.6","14.5","5.2","8.8","2.6","12.8","3.2","20.0","4.4","12.9","3.4","15.0","4.2","3.6","1.5","2.2","1.2","54713","6817","66945","6254","(X)","(X)","28.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67110","9111","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11626","1604","19.9","5.9","9.1","4.3","19.6","4.9","10.2","4.8","16.0","5.0","11.3","4.9","7.9","4.9","5.6","3.1","0.3","0.6","0.0","1.3","25659","4562","35925","4546","(X)","(X)","(X)","(X)","25.5","(X)"
"0500000US21185","Oldham County, Kentucky","21180","443","4.9","2.0","0.4","0.4","4.8","2.0","9.2","3.0","10.2","2.7","13.6","3.0","12.8","2.8","23.5","3.8","7.3","2.0","13.2","3.4","90341","9484","109184","9303","30.6","(X)","(X)","(X)","(X)","(X)","17066","786","3.0","1.9","0.3","0.4","2.0","1.4","7.3","3.4","6.9","2.6","12.3","2.9","15.3","3.5","27.8","4.4","8.9","2.5","16.2","4.0","102100","5735","124152","9993","(X)","(X)","30.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","107281","8534","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4114","746","12.8","7.8","0.7","1.3","17.5","8.4","17.4","7.2","23.5","8.4","20.9","9.7","2.4","2.8","2.8","2.6","1.0","1.7","1.1","1.4","35529","7603","42677","6378","(X)","(X)","(X)","(X)","29.4","(X)"
"0500000US21227","Warren County, Kentucky","47444","1236","6.9","1.8","6.9","2.0","11.9","3.0","11.2","2.5","15.7","3.1","19.4","2.9","10.9","2.1","10.3","1.9","2.2","1.1","4.5","2.0","46686","3193","66862","7603","22.5","(X)","(X)","(X)","(X)","(X)","28577","1972","3.3","1.6","4.2","2.0","10.9","4.1","12.1","3.9","13.5","3.4","19.6","4.2","12.5","3.0","15.1","3.0","3.0","1.4","5.8","2.7","55334","4743","78766","9981","(X)","(X)","21.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72031","9912","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18867","1658","12.9","3.9","12.5","4.2","16.3","5.0","9.8","3.7","18.5","5.1","17.0","4.7","7.4","3.1","2.1","1.5","1.0","1.6","2.5","2.9","33972","5595","45712","9707","(X)","(X)","(X)","(X)","24.8","(X)"
"0500000US22005","Ascension Parish, Louisiana","40950","1545","6.7","3.0","2.9","1.6","7.4","2.8","5.5","1.9","10.3","2.8","16.4","3.7","15.5","3.7","19.0","4.4","10.6","3.3","5.8","2.3","76581","7119","89121","7554","37.6","(X)","(X)","(X)","(X)","(X)","30197","2107","2.2","1.5","2.1","1.6","6.3","3.7","4.5","1.9","10.4","3.1","18.1","4.1","14.5","3.9","22.6","5.1","11.9","3.8","7.4","3.1","86314","9142","100212","9210","(X)","(X)","34.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94234","13724","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10753","1952","20.2","9.0","5.0","4.3","10.3","4.8","9.1","5.0","14.6","7.1","11.3","5.2","14.4","6.9","7.6","6.3","6.3","5.0","1.2","2.0","38355","10847","53402","11737","(X)","(X)","(X)","(X)","42.5","(X)"
"0500000US22015","Bossier Parish, Louisiana","47458","1800","9.2","2.3","3.7","1.6","11.3","2.4","12.0","2.8","15.8","2.9","18.7","2.9","11.2","2.3","10.1","2.5","5.3","2.0","2.7","1.2","48163","3262","63752","4298","50.9","(X)","(X)","(X)","(X)","(X)","31326","2123","5.4","2.1","3.1","1.7","8.8","2.6","11.6","3.6","12.5","3.8","18.0","3.7","14.8","3.5","13.8","3.5","8.1","2.9","3.9","1.7","61760","4168","76956","5535","(X)","(X)","49.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77454","8581","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16132","2168","18.2","6.2","4.9","2.9","15.0","4.7","13.1","4.2","22.2","5.5","19.2","5.0","4.0","2.6","3.1","2.4","0.0","1.1","0.3","0.6","32780","6116","37213","4481","(X)","(X)","(X)","(X)","53.3","(X)"
"0500000US22017","Caddo Parish, Louisiana","96532","2351","12.9","1.9","8.0","1.6","15.4","2.6","10.9","1.5","15.0","1.9","13.6","1.6","8.8","1.6","8.3","1.6","3.1","1.1","3.9","0.9","37104","2496","60857","4299","48.9","(X)","(X)","(X)","(X)","(X)","57438","2684","9.0","2.2","6.2","1.8","13.7","2.6","8.7","2.1","13.8","2.2","14.9","2.4","11.8","2.2","11.6","2.6","4.7","1.6","5.7","1.4","48389","3737","74265","6482","(X)","(X)","48.9","(X)","(X)","(X)","34543","2494","3.9","2.4","3.0","1.6","5.7","2.5","5.9","2.3","13.8","2.8","17.9","3.0","16.3","3.0","16.6","3.5","7.7","2.6","9.0","2.3","74228","9553","N","N","(X)","(X)","(X)","(X)","(X)","(X)","39094","2513","19.9","3.2","10.9","3.0","17.9","4.6","14.2","2.7","16.5","3.6","11.7","2.5","4.1","1.6","2.7","1.3","0.7","0.5","1.4","0.9","25740","2907","39897","6769","(X)","(X)","(X)","(X)","48.1","(X)"
"0500000US22019","Calcasieu Parish, Louisiana","77029","2177","10.7","2.1","7.2","1.8","12.9","2.0","10.2","2.0","13.4","2.2","15.0","2.5","11.6","2.1","11.6","1.6","4.7","1.4","2.8","1.1","45962","3065","62016","3471","48.3","(X)","(X)","(X)","(X)","(X)","49600","2522","6.9","2.2","4.1","1.8","11.5","2.8","8.1","2.3","15.1","3.1","16.0","2.7","13.4","2.9","14.9","2.4","5.9","1.9","4.2","1.6","54227","4903","73697","5225","(X)","(X)","47.9","(X)","(X)","(X)","33057","2609","2.6","1.4","2.0","1.3","7.5","2.8","5.8","1.9","15.0","3.4","15.8","3.6","17.1","3.9","20.4","3.3","7.4","2.5","6.3","2.3","76775","7615","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27429","2584","19.3","4.3","12.9","3.6","16.5","3.3","14.7","3.7","10.9","3.4","12.2","4.3","7.0","2.7","3.7","1.7","2.4","2.0","0.4","0.4","25704","3815","37246","4079","(X)","(X)","(X)","(X)","47.6","(X)"
"0500000US22033","East Baton Rouge Parish, Louisiana","163764","3551","8.9","1.3","5.3","1.0","11.8","1.5","10.7","1.3","12.8","1.3","17.2","1.6","10.4","1.4","11.8","1.2","5.2","0.8","6.0","0.9","50508","1582","76485","3430","43.2","(X)","(X)","(X)","(X)","(X)","97684","4100","4.5","1.1","3.9","1.3","8.7","1.8","8.8","1.6","11.8","1.6","17.8","2.2","12.6","1.8","15.7","1.6","7.3","1.3","8.9","1.4","66290","4184","95046","5053","(X)","(X)","43.3","(X)","(X)","(X)","64270","4060","0.8","0.5","1.4","1.0","4.4","1.7","5.3","1.6","10.7","2.3","18.3","2.6","15.1","2.2","21.7","2.4","10.0","1.9","12.3","2.0","90924","4625","118007","6887","(X)","(X)","(X)","(X)","(X)","(X)","66080","3939","15.8","2.5","8.5","2.0","16.3","2.8","13.4","2.2","14.7","2.2","15.6","2.3","7.0","2.0","5.2","1.5","1.9","0.9","1.6","1.0","31504","1355","47155","4910","(X)","(X)","(X)","(X)","42.0","(X)"
"0500000US22045","Iberia Parish, Louisiana","26240","1181","8.9","3.1","6.9","2.5","13.7","3.9","10.4","3.0","18.5","4.5","16.1","4.0","9.0","2.7","13.2","3.2","1.8","1.4","1.6","1.3","41424","2269","54106","4291","35.1","(X)","(X)","(X)","(X)","(X)","19211","1323","6.1","2.7","6.4","2.8","15.9","4.7","8.9","3.3","16.3","5.6","15.4","4.2","10.0","3.3","16.7","3.9","2.4","1.8","1.9","1.8","45459","6796","59424","5311","(X)","(X)","33.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71163","6930","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7029","1082","16.8","7.1","9.2","5.3","13.6","5.7","16.3","8.0","26.5","10.2","12.8","6.6","4.4","3.6","0.0","2.5","0.0","2.5","0.5","0.9","31669","3397","32245","3815","(X)","(X)","(X)","(X)","32.1","(X)"
"0500000US22051","Jefferson Parish, Louisiana","170710","2318","6.6","1.1","5.8","0.9","12.9","1.3","11.1","1.2","13.9","1.2","17.3","1.5","12.2","1.4","11.6","1.2","4.4","0.7","4.3","0.7","49678","2091","70728","3119","40.3","(X)","(X)","(X)","(X)","(X)","106145","3520","4.7","1.1","2.9","0.8","10.3","1.6","9.2","1.7","13.1","1.5","19.4","1.9","14.6","1.9","14.3","1.6","5.7","1.0","5.9","1.1","62058","2950","83719","4696","(X)","(X)","42.5","(X)","(X)","(X)","71988","3407","1.9","0.9","1.7","0.8","8.0","2.0","6.8","1.7","11.7","1.8","20.7","2.6","16.5","2.2","17.7","2.0","7.0","1.2","8.1","1.5","73675","4573","97252","6382","(X)","(X)","(X)","(X)","(X)","(X)","64565","3443","11.0","2.3","10.5","1.9","17.4","2.5","13.7","2.0","16.0","2.3","14.3","2.2","8.0","1.8","5.8","1.4","1.7","0.9","1.6","0.9","31774","2003","46924","3842","(X)","(X)","(X)","(X)","35.3","(X)"
"0500000US22055","Lafayette Parish, Louisiana","89130","2127","10.0","2.0","4.5","1.3","11.0","2.0","10.0","1.8","14.6","1.9","14.8","1.9","10.8","1.9","14.3","2.3","4.5","1.3","5.6","1.4","49969","3598","73667","5099","33.0","(X)","(X)","(X)","(X)","(X)","55317","2579","6.5","2.5","2.9","1.4","9.8","2.7","8.8","2.2","13.0","2.4","15.3","2.7","11.7","2.5","18.4","2.7","6.1","1.8","7.4","1.9","63844","5695","87349","6977","(X)","(X)","33.7","(X)","(X)","(X)","35807","2694","0.6","0.5","0.2","0.2","5.1","1.9","6.1","2.1","10.1","2.5","17.9","3.4","14.4","3.2","25.8","3.6","9.3","2.6","10.5","2.7","90971","6826","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33813","2676","15.9","3.5","7.7","2.5","15.0","3.0","13.2","3.5","17.2","3.3","14.0","3.1","8.4","2.2","5.9","2.8","1.3","1.4","1.4","1.0","32401","4174","45660","4541","(X)","(X)","(X)","(X)","29.6","(X)"
"0500000US22057","Lafourche Parish, Louisiana","37199","999","8.1","2.2","7.8","2.9","11.5","2.6","8.9","2.4","11.7","2.7","19.8","3.3","11.7","2.8","12.3","2.7","5.6","1.7","2.6","1.0","51772","3490","63414","3683","34.8","(X)","(X)","(X)","(X)","(X)","24601","1581","5.8","2.9","4.5","4.0","10.4","3.3","7.0","1.9","11.9","3.2","18.7","3.4","14.5","3.3","17.0","3.8","7.1","2.3","3.2","1.3","61591","4359","73490","4832","(X)","(X)","36.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","79972","6829","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12598","1523","14.4","4.4","12.4","5.1","15.8","4.6","13.9","6.0","13.1","5.0","18.7","7.4","5.6","3.8","3.6","2.5","1.7","1.6","0.9","1.0","30264","6840","39941","4970","(X)","(X)","(X)","(X)","26.8","(X)"
"0500000US22063","Livingston Parish, Louisiana","47479","1665","4.8","2.1","4.2","1.7","9.8","2.4","9.1","2.5","15.0","3.5","18.8","3.8","11.7","2.7","16.9","3.5","6.0","2.3","3.7","2.1","56534","6967","75554","6249","38.7","(X)","(X)","(X)","(X)","(X)","34106","1837","4.6","2.7","3.9","1.9","10.1","2.9","6.9","3.2","11.0","3.1","19.1","4.8","12.1","3.1","20.8","4.7","7.0","2.6","4.6","2.8","67917","10172","83117","9423","(X)","(X)","42.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83939","12525","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13373","1742","8.3","4.2","5.4","3.3","11.2","5.3","15.3","6.4","22.9","8.2","16.9","6.4","10.1","5.3","5.7","3.9","3.1","4.4","1.0","1.2","40934","7777","51253","8664","(X)","(X)","(X)","(X)","29.5","(X)"
"0500000US22071","Orleans Parish, Louisiana","154355","2906","14.1","1.1","8.8","1.1","12.7","1.1","11.0","1.0","12.7","1.3","14.1","1.1","8.3","0.9","8.9","1.0","4.1","0.6","5.4","0.7","38681","2265","67259","2810","33.7","(X)","(X)","(X)","(X)","(X)","75729","3100","8.5","1.6","4.7","1.2","10.6","1.7","12.2","1.5","11.9","1.9","15.4","1.9","9.8","1.3","11.3","1.4","6.5","1.0","9.2","1.2","54315","4257","90009","5096","(X)","(X)","40.6","(X)","(X)","(X)","41083","2338","2.4","1.0","2.5","1.2","4.6","1.7","7.5","1.4","9.3","2.0","15.9","2.3","13.6","1.9","17.4","2.1","10.8","1.6","15.8","2.1","87984","6796","N","N","(X)","(X)","(X)","(X)","(X)","(X)","78626","2827","20.0","1.7","13.0","1.8","15.0","1.6","10.2","1.5","13.3","1.8","13.1","1.6","6.6","1.1","5.7","1.0","1.7","0.4","1.5","0.6","26414","1559","43203","2789","(X)","(X)","(X)","(X)","26.2","(X)"
"0500000US22073","Ouachita Parish, Louisiana","54349","1840","13.2","2.5","7.5","1.9","14.6","3.0","11.9","2.7","16.9","2.7","12.3","2.0","8.7","1.9","9.8","1.7","3.2","1.3","1.9","0.8","37275","2550","55761","4411","31.6","(X)","(X)","(X)","(X)","(X)","35009","2263","6.6","2.0","6.4","2.5","12.3","3.5","10.3","3.0","18.1","3.8","14.9","2.6","11.7","2.9","13.0","2.7","4.4","1.8","2.4","1.1","46998","3280","65906","5131","(X)","(X)","31.6","(X)","(X)","(X)","21006","2147","0.8","0.8","2.4","2.0","4.7","2.6","7.3","3.0","17.8","4.6","17.9","3.5","17.3","4.3","20.8","4.4","7.0","2.8","3.8","1.7","73278","9146","89426","7477","(X)","(X)","(X)","(X)","(X)","(X)","19340","2199","25.7","5.5","9.9","3.2","20.6","5.6","14.1","4.2","13.9","3.5","7.2","3.6","3.0","1.6","3.4","1.9","1.2","1.5","1.0","1.0","22706","2375","35504","8078","(X)","(X)","(X)","(X)","31.0","(X)"
"0500000US22079","Rapides Parish, Louisiana","47745","1868","9.0","2.0","6.4","1.9","14.3","2.8","11.7","2.4","14.1","3.0","16.2","2.7","11.2","2.3","9.7","2.0","3.6","1.4","3.9","1.3","42582","4642","64374","4228","34.3","(X)","(X)","(X)","(X)","(X)","32425","1763","4.9","2.1","6.0","3.0","10.2","2.7","11.5","2.7","14.6","3.3","18.5","3.5","12.5","2.6","12.2","2.6","4.6","1.9","4.8","1.6","52804","5182","73237","5489","(X)","(X)","34.0","(X)","(X)","(X)","20239","1618","2.2","1.5","1.8","1.3","6.4","3.0","6.9","2.7","14.5","4.3","19.2","4.7","16.5","3.4","18.9","4.3","6.7","2.8","6.8","2.7","72174","10040","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15320","1693","20.7","5.6","8.9","3.3","22.9","5.8","13.0","4.5","13.9","5.1","8.1","3.5","6.4","3.0","3.0","2.4","1.3","1.9","1.9","2.2","22640","4582","41447","8611","(X)","(X)","(X)","(X)","32.8","(X)"
"0500000US22097","St. Landry Parish, Louisiana","30302","1333","17.7","3.8","6.9","2.1","16.6","2.7","13.5","3.2","10.7","2.4","13.8","3.1","6.9","2.2","10.3","3.1","2.2","1.0","1.4","1.1","31207","1842","47493","3684","32.8","(X)","(X)","(X)","(X)","(X)","20724","1404","13.6","4.0","4.1","2.3","14.0","3.1","13.3","3.2","11.8","3.0","14.9","3.8","9.0","3.1","14.5","4.4","2.8","1.4","2.1","1.6","40454","5131","56965","5241","(X)","(X)","36.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","58386","9131","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9578","1324","27.6","7.8","14.1","4.4","21.2","5.9","12.9","5.8","8.8","4.0","11.3","5.6","1.9","1.9","1.1","1.3","0.9","1.5","0.0","1.9","17301","2821","26207","3928","(X)","(X)","(X)","(X)","23.6","(X)"
"0500000US22103","St. Tammany Parish, Louisiana","92205","1838","4.9","1.4","4.4","1.4","8.9","1.8","8.9","1.6","12.4","1.8","17.9","2.0","13.6","1.6","15.0","2.1","7.5","1.8","6.4","1.5","64639","4745","84610","4618","29.9","(X)","(X)","(X)","(X)","(X)","64876","2845","2.7","1.3","1.8","1.0","5.6","2.1","8.2","1.8","11.8","2.4","17.6","2.3","15.7","2.1","18.4","2.7","9.8","2.5","8.4","2.0","77078","4977","99047","6856","(X)","(X)","31.2","(X)","(X)","(X)","50309","2690","1.3","0.9","0.9","0.7","2.8","1.1","7.3","2.2","9.3","2.5","16.8","2.7","16.9","2.4","21.5","3.1","12.2","3.1","10.8","2.6","91358","4062","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27329","2688","10.5","3.3","11.3","3.9","16.7","4.3","11.6","2.8","14.0","3.4","18.5","4.3","8.7","2.6","5.3","2.0","1.9","1.1","1.6","1.2","34954","4006","48071","5061","(X)","(X)","(X)","(X)","25.4","(X)"
"0500000US22105","Tangipahoa Parish, Louisiana","47756","1780","8.1","2.3","8.0","2.8","17.8","3.6","7.3","2.2","9.6","2.9","17.7","3.7","12.1","2.9","12.3","2.5","4.4","1.6","2.7","1.2","48162","5918","63700","4301","28.9","(X)","(X)","(X)","(X)","(X)","33369","2275","5.8","2.3","5.8","2.5","11.8","3.7","7.1","2.6","10.1","3.4","21.7","4.5","12.7","3.6","17.0","3.5","5.6","2.2","2.3","1.4","62373","2751","73087","6142","(X)","(X)","31.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77005","6035","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14387","1934","15.2","5.2","13.8","7.2","32.3","7.7","7.8","3.9","10.9","5.6","9.7","4.8","6.9","4.1","0.7","1.1","2.1","2.0","0.8","0.9","20744","2532","33746","5104","(X)","(X)","(X)","(X)","21.1","(X)"
"0500000US22109","Terrebonne Parish, Louisiana","40102","1546","7.6","2.3","7.2","2.4","12.3","2.9","11.0","3.0","13.9","3.4","18.3","3.5","12.2","2.8","11.2","2.2","3.8","1.7","2.5","1.3","46026","6245","65676","6705","44.6","(X)","(X)","(X)","(X)","(X)","27840","1814","6.1","2.6","6.5","3.0","8.1","2.6","9.7","3.4","15.0","4.4","20.4","3.9","13.5","3.4","13.5","2.7","4.0","2.2","3.1","1.7","55165","5417","72846","8809","(X)","(X)","43.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63222","8716","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12262","1798","11.8","6.0","8.9","3.8","23.1","7.6","14.6","6.4","10.9","5.4","16.0","6.9","7.7","4.5","4.3","3.9","1.7","2.0","1.1","1.3","28177","5055","44699","8686","(X)","(X)","(X)","(X)","46.0","(X)"
"0500000US23001","Androscoggin County, Maine","44917","1105","5.8","1.9","6.4","1.8","9.8","2.2","12.1","2.5","17.0","3.1","20.3","3.0","11.6","2.3","12.4","2.1","3.1","1.2","1.5","0.7","49081","3530","61439","3823","24.4","(X)","(X)","(X)","(X)","(X)","27677","1472","2.6","1.6","2.2","1.5","8.5","2.8","9.9","3.2","15.9","3.1","25.9","4.1","13.3","2.9","14.8","3.0","4.5","2.0","2.4","1.2","58914","4771","72167","5291","(X)","(X)","21.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","66526","4374","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17240","1504","11.0","4.1","13.2","3.4","14.1","4.1","16.7","4.4","18.5","5.7","11.9","4.4","8.1","3.8","5.5","3.4","0.9","1.1","0.0","0.7","31940","2210","40487","4412","(X)","(X)","(X)","(X)","27.5","(X)"
"0500000US23003","Aroostook County, Maine","27514","916","8.5","2.2","7.4","2.1","17.5","2.9","10.7","2.2","16.3","2.9","16.0","2.3","10.0","2.0","9.2","2.1","3.1","1.3","1.3","0.6","39450","3015","53954","3459","38.6","(X)","(X)","(X)","(X)","(X)","17531","966","2.7","1.2","2.4","1.2","14.2","3.5","11.1","3.3","17.8","3.7","18.6","2.7","14.0","3.0","12.7","3.0","4.5","2.0","1.9","1.0","51420","5062","66404","4726","(X)","(X)","39.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","57702","5553","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9983","1027","19.5","5.4","16.1","5.2","24.7","5.2","10.2","2.8","13.2","5.0","10.5","3.9","2.1","1.6","2.7","2.3","0.7","0.8","0.3","0.3","20895","2592","30197","3455","(X)","(X)","(X)","(X)","36.4","(X)"
"0500000US23005","Cumberland County, Maine","118049","2275","6.4","1.2","4.1","1.1","7.3","1.3","8.9","1.3","11.5","1.6","17.9","1.6","13.5","1.6","17.2","1.6","6.5","1.1","6.7","1.0","65913","2317","86255","3608","30.6","(X)","(X)","(X)","(X)","(X)","68566","2347","1.7","0.7","1.8","1.0","4.4","1.5","6.6","1.7","9.5","2.0","17.3","2.2","16.8","2.4","23.2","2.2","9.6","1.7","9.1","1.4","85807","2981","105902","4820","(X)","(X)","31.7","(X)","(X)","(X)","54737","2737","0.8","0.7","0.7","0.6","2.3","1.1","5.1","1.6","8.5","2.0","16.5","2.3","18.3","2.4","26.2","2.6","11.0","2.2","10.6","1.8","97106","5585","N","N","(X)","(X)","(X)","(X)","(X)","(X)","49483","2638","13.2","2.7","7.5","2.1","11.4","2.3","12.3","2.0","15.0","2.7","19.5","2.5","8.6","1.9","8.0","1.7","1.8","0.9","2.7","1.0","40439","2534","56094","5392","(X)","(X)","(X)","(X)","28.0","(X)"
"0500000US23011","Kennebec County, Maine","47791","1833","8.0","2.0","4.2","1.3","13.6","2.9","10.7","2.1","11.8","1.9","19.0","2.5","13.8","2.2","12.1","2.2","4.3","1.0","2.4","0.9","51573","3712","64429","3916","24.9","(X)","(X)","(X)","(X)","(X)","29339","1985","3.9","2.4","1.8","0.8","8.6","2.8","11.1","3.2","8.7","2.2","22.1","3.2","17.8","3.1","15.7","3.3","6.8","1.7","3.5","1.3","65748","5206","79158","5755","(X)","(X)","25.5","(X)","(X)","(X)","22950","1737","1.8","2.0","1.1","0.6","5.1","2.3","9.7","3.1","7.3","2.0","22.3","3.6","20.4","3.6","19.8","4.0","8.6","2.2","4.0","1.6","79831","6405","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18452","1947","15.5","4.1","8.6","3.2","22.6","5.3","10.3","2.9","16.0","3.6","14.8","3.7","6.4","2.6","5.1","2.5","0.2","0.3","0.4","0.5","27321","3646","38272","3841","(X)","(X)","(X)","(X)","23.7","(X)"
